"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test for the successful creation of a question.","24","test_create_question","tests.e2e","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsAPI","test_questions_api","",""
"Test getting questions by category.","38","Test filtering questions by category ID","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting all questions.","6","Test getting a list of all questions","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting a non-existent category returns None.","1","Test getting a non-existent category by ID","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"A test of a successful category update.","11","Test successful category update","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test updating a non-existent question returns None.","3","Test updating a non-existent question","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting questions by category.","10","Test filtering questions by category","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting all questions.","30","Test getting a list of all questions","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test partial update of question.","4","Test partial update of a question","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"Test deleting non-existent question returns 404.","8","Test deleting a non-existent question","tests.integration","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting question by text is case insensitive.","4","Test getting a question by text is case-insensitive","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting non-existent question by text returns None.","2","Test getting a non-existent question by text","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"An update test for a non-existent category should return a 404.","7","Test updating a non-existent category","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting non-existent question returns 404.","8","Test getting a non-existent question","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test creating a new category.","5","Test creating a new category successfully","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"Test that creating duplicate question fails.","15","Test failure when creating a duplicate question","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test that root endpoint is accessible.","14","test_root_endpoint","tests.e2e","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestHealthCheck","test_health","",""
"The test for getting a non-existent category should return a 404.","8","Test getting a non-existent category","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"The deletion test for a non-existent category should return a 404.","8","Test deleting a non-existent category","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test getting categories with pagination.","9","Test getting categories with pagination","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"The test of successful category creation.","27","Test successful category creation","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a category.","6","Test deleting an existing category","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting a non-existent question returns None.","2","Test getting a non-existent question by ID","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","18","test_read_category_by_id","tests.e2e","Wed Sep 17 20:08:33 GMT 2025","passed","Wed Sep 17 20:08:33 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"A test for successfully deleting a category.","14","Test successful category deletion","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test creating a new question.","5","Test creating a new question successfully","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionService","test_question_service","",""
"Test for getting 404 errors when requesting a non-existent category.","14","test_read_nonexistent_category","tests.e2e","Wed Sep 17 20:08:33 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test updating a non-existent category returns None.","2","Test updating a non-existent category","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating question's category.","17","Test updating a question's category","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test partial update of category.","3","Test partial update of a category","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting a category by name.","4","Test getting a category by its name","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating a question.","12","Test successful question update","tests.integration","Wed Sep 17 20:08:34 GMT 2025","passed","Wed Sep 17 20:08:34 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a category by name is case insensitive.","4","Test getting a category by name is case-insensitive","tests.unit","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestCategoryService","test_category_service","",""
"Test deleting a question.","14","Test successful question deletion","tests.integration","Wed Sep 17 20:08:35 GMT 2025","passed","Wed Sep 17 20:08:35 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
