"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A cascade deletion test for questions when deleting a category.","22","Test cascade deletion of questions when a category is deleted","tests.integration","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test that creating duplicate question fails.","12","Test failure when creating a duplicate question","tests.integration","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting non-existent question returns 404.","6","Test getting a non-existent question","tests.integration","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating a category.","4","Test updating an existing category","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestCategoryService","test_category_service","",""
"Test for getting 404 errors when requesting a non-existent category.","11","test_read_nonexistent_category","tests.e2e","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"A test for the successful deletion of a category.","40","test_delete_category","tests.e2e","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test updating question's category.","13","Test updating a question's category","tests.integration","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating a question.","4","Test updating an existing question","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting categories with pagination.","8","Test getting categories with pagination","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating a non-existent question returns None.","2","Test updating a non-existent question","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestQuestionService","test_question_service","",""
"Test creating a new question.","3","Test creating a new question successfully","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestQuestionService","test_question_service","",""
"Test deleting non-existent question returns 404.","7","Test deleting a non-existent question","tests.integration","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a category by name.","4","Test getting a category by its name","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestCategoryService","test_category_service","",""
"Test deleting a non-existent category returns None.","1","Test deleting a non-existent category","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating a non-existent category returns None.","1","Test updating a non-existent category","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestCategoryService","test_category_service","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","14","test_read_category_by_id","tests.e2e","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test getting a non-existent category returns None.","1","Test getting a non-existent category by ID","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestCategoryService","test_category_service","",""
"A test for successfully deleting a category.","12","Test successful category deletion","tests.integration","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a question.","4","Test deleting an existing question","tests.unit","Wed Sep 17 20:18:11 GMT 2025","passed","Wed Sep 17 20:18:11 GMT 2025","TestQuestionService","test_question_service","",""
"The test of getting a category by ID.","5","Test getting a category by its ID","tests.integration","Wed Sep 17 20:18:10 GMT 2025","passed","Wed Sep 17 20:18:10 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
