"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A test for successfully deleting a category.","11","Test successful category deletion","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test updating a question.","3","Test updating an existing question","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionService","test_question_service","",""
"Test successful deletion of a question.","41","test_delete_question","tests.e2e","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:28 GMT 2025","TestQuestionsAPI","test_questions_api","",""
"Test getting all questions.","22","Test getting a list of all questions","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting questions from a category with no questions.","15","test_get_questions_empty_category","tests.e2e","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:28 GMT 2025","TestQuestionsAPI","test_questions_api","",""
"Test getting question by ID.","4","Test getting a single question by its ID","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting a non-existent category by name returns None.","1","Test getting a non-existent category by name","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoryService","test_category_service","",""
"Test that root endpoint is accessible.","12","test_root_endpoint","tests.e2e","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:28 GMT 2025","TestHealthCheck","test_health","",""
"Test for getting 404 errors when requesting a non-existent category.","11","test_read_nonexistent_category","tests.e2e","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:28 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"The test for getting a non-existent category should return a 404.","7","Test getting a non-existent category","tests.integration","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test updating a category.","4","Test updating an existing category","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoryService","test_category_service","",""
"The test of successful category creation.","25","Test successful category creation","tests.integration","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:28 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test updating non-existent question returns 404.","7","Test updating a non-existent question","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test getting question by text is case insensitive.","3","Test getting a question by text is case-insensitive","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionService","test_question_service","",""
"Test partial update of question.","4","Test partial update of a question","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting categories with pagination.","8","Test getting categories with pagination","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoryService","test_category_service","",""
"Test deleting a non-existent category returns None.","1","Test deleting a non-existent category","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoryService","test_category_service","",""
"A cascade deletion test for questions when deleting a category.","20","Test cascade deletion of questions when a category is deleted","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting non-existent question returns 404.","6","Test deleting a non-existent question","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"
Test for successful retrieval of a category by ID.

The `managed_category` fixture provides the ID of an already created category.
","15","test_read_category_by_id","tests.e2e","Thu Oct 09 03:59:28 GMT 2025","passed","Thu Oct 09 03:59:28 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test successful question creation.","6","Test successful question creation","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test updating question's category.","13","Test updating a question's category","tests.integration","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test creating a new question.","4","Test creating a new question successfully","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionService","test_question_service","",""
"Test getting questions by category.","7","Test filtering questions by category","tests.unit","Thu Oct 09 03:59:29 GMT 2025","passed","Thu Oct 09 03:59:29 GMT 2025","TestQuestionService","test_question_service","",""
