"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test of getting a category by ID.","4","Test getting a category by its ID","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a non-existent question returns None.","1","Test deleting a non-existent question","tests.unit","Sun Sep 14 11:17:51 GMT 2025","passed","Sun Sep 14 11:17:51 GMT 2025","TestQuestionService","test_question_service","",""
"Test deleting non-existent question returns 404.","5","Test deleting a non-existent question","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test partial update of category.","2","Test partial update of a category","tests.unit","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoryService","test_category_service","",""
"Test updating a category.","3","Test updating an existing category","tests.unit","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting categories with pagination.","7","Test getting categories with pagination","tests.unit","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoryService","test_category_service","",""
"Test getting questions by category.","29","Test filtering questions by category ID","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestQuestionsIntegration","test_questions_integration","",""
"Test creating a new category.","3","Test creating a new category successfully","tests.unit","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoryService","test_category_service","",""
"Test that root endpoint is accessible.","11","test_root_endpoint","tests.e2e","Sun Sep 14 11:17:49 GMT 2025","passed","Sun Sep 14 11:17:49 GMT 2025","TestHealthCheck","test_health","",""
"Test getting non-existent question by text returns None.","1","Test getting a non-existent question by text","tests.unit","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestQuestionService","test_question_service","",""
"A test for the successful deletion of a category.","39","test_delete_category","tests.e2e","Sun Sep 14 11:17:49 GMT 2025","passed","Sun Sep 14 11:17:49 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"Test for getting 404 errors when requesting a non-existent category.","11","test_read_nonexistent_category","tests.e2e","Sun Sep 14 11:17:49 GMT 2025","passed","Sun Sep 14 11:17:49 GMT 2025","TestCategoriesAPI","test_categories_api","",""
"A test of a successful category update.","9","Test successful category update","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"A cascade deletion test for questions when deleting a category.","21","Test cascade deletion of questions when a category is deleted","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"The test for getting a non-existent category should return a 404.","7","Test getting a non-existent category","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"An update test for a non-existent category should return a 404.","6","Test updating a non-existent category","tests.integration","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoriesIntegration","test_categories_integration","",""
"Test deleting a question.","4","Test deleting an existing question","tests.unit","Sun Sep 14 11:17:51 GMT 2025","passed","Sun Sep 14 11:17:51 GMT 2025","TestQuestionService","test_question_service","",""
"Test updating a non-existent category returns None.","2","Test updating a non-existent category","tests.unit","Sun Sep 14 11:17:50 GMT 2025","passed","Sun Sep 14 11:17:50 GMT 2025","TestCategoryService","test_category_service","",""
